Date,"Page description","Series code",Count
"Aug 2018",Abstracts,pajj,1960
"Aug 2018",Abstracts,lmj,1525
"Aug 2018",Abstracts,tneq,1458
"Aug 2018",Abstracts,artm,1122
"Aug 2018",Abstracts,ecal,746
"Aug 2018",Abstracts,cpsy,498
"Aug 2018",Abstracts,thld,456
"Aug 2018",Abstracts,tacl,422
"Aug 2018",Abstracts,adev,333
"Aug 2018",Abstracts,opmi,164
"Aug 2018",Abstracts,live,74
"Aug 2018",Abstracts,pam,53
"Aug 2018","Full-text PDF",rest,22708
"Aug 2018","Full-text PDF",isec,15012
"Aug 2018","Full-text PDF",jocn,14333
"Aug 2018","Full-text PDF",neco,12620
"Aug 2018","Full-text PDF",itgg,11911
"Aug 2018","Full-text PDF",coli,10134
"Aug 2018","Full-text PDF",desi,8022
"Aug 2018","Full-text PDF",daed,7455
"Aug 2018","Full-text PDF",leon,5422
"Aug 2018","Full-text PDF",octo,4936
"Aug 2018","Full-text PDF",pres,4110
"Aug 2018","Full-text PDF",glep,3978
"Aug 2018","Full-text PDF",adev,3197
"Aug 2018","Full-text PDF",grey,2812
"Aug 2018","Full-text PDF",isal,2780
"Aug 2018","Full-text PDF",comj,2637
"Aug 2018","Full-text PDF",ling,2609
"Aug 2018","Full-text PDF",dram,2533
"Aug 2018","Full-text PDF",jcws,2415
"Aug 2018","Full-text PDF",edfp,2204
"Aug 2018","Full-text PDF",netn,1817
"Aug 2018","Full-text PDF",jinh,1719
"Aug 2018","Full-text PDF",afar,1672
"Aug 2018","Full-text PDF",evco,1595
"Aug 2018","Full-text PDF",artl,1511
"Aug 2018","Full-text PDF",posc,1343
"Aug 2018","Full-text PDF",asep,1339
"Aug 2018","Full-text PDF",pajj,1278
"Aug 2018","Full-text PDF",tneq,1250
"Aug 2018","Full-text PDF",ajhe,764
"Aug 2018","Full-text PDF",lmj,639
"Aug 2018","Full-text PDF",cpsy,634
"Aug 2018","Full-text PDF",artm,534
"Aug 2018","Full-text PDF",ecal,379
"Aug 2018","Full-text PDF",tacl,370
"Aug 2018","Full-text PDF",opmi,237
"Aug 2018","Full-text PDF",thld,152
"Aug 2018","Full-text PDF",pam,32
"Aug 2018","Full-text PDF",live,24
"Aug 2018","Full-text HTML",jocn,12801
"Aug 2018","Full-text HTML",isec,9490
"Aug 2018","Full-text HTML",neco,5706
"Aug 2018","Full-text HTML",daed,2861
"Aug 2018","Full-text HTML",coli,2635
"Aug 2018","Full-text HTML",edfp,1914
"Aug 2018","Full-text HTML",glep,1809
"Aug 2018","Full-text HTML",netn,1383
"Aug 2018","Full-text HTML",jinh,1365
"Aug 2018","Full-text HTML",adev,1286
"Aug 2018","Full-text HTML",ajhe,1249
"Aug 2018","Full-text HTML",jcws,1154
"Aug 2018","Full-text HTML",ling,1085
"Aug 2018","Full-text HTML",artl,1068
"Aug 2018","Full-text HTML",rest,951
"Aug 2018","Full-text HTML",afar,949
"Aug 2018","Full-text HTML",evco,885
"Aug 2018","Full-text HTML",asep,865
"Aug 2018","Full-text HTML",posc,642
"Aug 2018","Full-text HTML",cpsy,451
"Aug 2018","Full-text HTML",leon,393
"Aug 2018","Full-text HTML",octo,340
"Aug 2018","Full-text HTML",desi,286
"Aug 2018","Full-text HTML",dram,253
"Aug 2018","Full-text HTML",opmi,180
"Aug 2018","Full-text HTML",pres,158
"Aug 2018","Full-text HTML",grey,126
"Aug 2018","Full-text HTML",comj,113
"Aug 2018","Full-text HTML",tneq,72
"Aug 2018","Full-text HTML",pajj,69
"Aug 2018","Full-text HTML",lmj,45
"Aug 2018","Full-text HTML",isal,42
"Aug 2018","Full-text HTML",artm,35
"Aug 2018","Full-text HTML",thld,33
"Aug 2018","Full-text HTML",pam,5
"Aug 2018","Full-text HTML",live,3
"Aug 2018","Full-text EPUB",isec,57
"Aug 2018","Full-text EPUB",daed,49
"Aug 2018","Full-text EPUB",afar,11
"Sep 2018",Abstracts,rest,68698
"Sep 2018",Abstracts,jocn,49769
"Sep 2018",Abstracts,neco,31806
"Sep 2018",Abstracts,isec,23760
"Sep 2018",Abstracts,pres,13498
"Sep 2018",Abstracts,daed,12497
"Sep 2018",Abstracts,desi,12483
"Sep 2018",Abstracts,leon,10632
"Sep 2018",Abstracts,glep,10053
"Sep 2018",Abstracts,octo,7823
"Sep 2018",Abstracts,dram,6827
"Sep 2018",Abstracts,evco,6365
"Sep 2018",Abstracts,jinh,6344
"Sep 2018",Abstracts,coli,6302
"Sep 2018",Abstracts,jcws,6271
"Sep 2018",Abstracts,edfp,5446
"Sep 2018",Abstracts,grey,4793
"Sep 2018",Abstracts,afar,4536
"Sep 2018",Abstracts,opmi,4517
"Sep 2018",Abstracts,ling,4030
"Sep 2018",Abstracts,comj,4017
"Sep 2018",Abstracts,artl,3955
"Sep 2018",Abstracts,asep,3135
"Sep 2018",Abstracts,pajj,2788
"Sep 2018",Abstracts,itgg,2487
"Sep 2018",Abstracts,lmj,2443
"Sep 2018",Abstracts,tneq,2418
"Sep 2018",Abstracts,ajhe,2307
"Sep 2018",Abstracts,netn,2278
"Sep 2018",Abstracts,posc,2191
"Sep 2018",Abstracts,isal,1997
"Sep 2018",Abstracts,artm,945
"Sep 2018",Abstracts,ecal,824
"Sep 2018",Abstracts,adev,557
"Sep 2018",Abstracts,cpsy,492
"Sep 2018",Abstracts,tacl,458
"Sep 2018",Abstracts,thld,303
"Sep 2018",Abstracts,live,83
"Sep 2018",Abstracts,pam,53
"Sep 2018","Full-text PDF",rest,28086
"Sep 2018","Full-text PDF",isec,19384
"Sep 2018","Full-text PDF",jocn,16322
"Sep 2018","Full-text PDF",neco,13698
"Sep 2018","Full-text PDF",itgg,13222
"Sep 2018","Full-text PDF",coli,12018
"Sep 2018","Full-text PDF",desi,10702
"Sep 2018","Full-text PDF",daed,9053
"Sep 2018","Full-text PDF",leon,6144
"Sep 2018","Full-text PDF",octo,5812
"Sep 2018","Full-text PDF",pres,5007
"Sep 2018","Full-text PDF",glep,4935
"Sep 2018","Full-text PDF",adev,4147
"Sep 2018","Full-text PDF",comj,3837
"Sep 2018","Full-text PDF",grey,3768
"Sep 2018","Full-text PDF",dram,3503
"Sep 2018","Full-text PDF",jcws,3347
"Sep 2018","Full-text PDF",edfp,3128
"Sep 2018","Full-text PDF",ling,2972
"Sep 2018","Full-text PDF",jinh,2750
"Sep 2018","Full-text PDF",isal,2522
"Sep 2018","Full-text PDF",pajj,2384
"Sep 2018","Full-text PDF",afar,2327
"Sep 2018","Full-text PDF",netn,2156
"Sep 2018","Full-text PDF",tneq,2041
"Sep 2018","Full-text PDF",evco,1844
"Sep 2018","Full-text PDF",asep,1754
"Sep 2018","Full-text PDF",posc,1685
"Sep 2018","Full-text PDF",artl,1679
"Sep 2018","Full-text PDF",opmi,1593
"Sep 2018","Full-text PDF",ajhe,1129
"Sep 2018","Full-text PDF",lmj,999
"Sep 2018","Full-text PDF",tacl,564
"Sep 2018","Full-text PDF",artm,548
"Sep 2018","Full-text PDF",ecal,416
"Sep 2018","Full-text PDF",cpsy,349
"Sep 2018","Full-text PDF",thld,252
"Sep 2018","Full-text PDF",pam,51
"Sep 2018","Full-text PDF",live,21
"Sep 2018","Full-text HTML",jocn,13839
"Sep 2018","Full-text HTML",isec,7745
"Sep 2018","Full-text HTML",neco,6052
"Sep 2018","Full-text HTML",daed,3855
"Sep 2018","Full-text HTML",coli,3556
"Sep 2018","Full-text HTML",edfp,2407
"Sep 2018","Full-text HTML",glep,2178
"Sep 2018","Full-text HTML",ajhe,1985
"Sep 2018","Full-text HTML",jinh,1794
"Sep 2018","Full-text HTML",adev,1733
"Sep 2018","Full-text HTML",jcws,1505
"Sep 2018","Full-text HTML",netn,1364
"Sep 2018","Full-text HTML",rest,1307
"Sep 2018","Full-text HTML",ling,1199
"Sep 2018","Full-text HTML",evco,1077
"Sep 2018","Full-text HTML",artl,1040
"Sep 2018","Full-text HTML",asep,904
"Sep 2018","Full-text HTML",afar,853
"Sep 2018","Full-text HTML",opmi,504
"Sep 2018","Full-text HTML",posc,503
"Sep 2018","Full-text HTML",desi,442
"Sep 2018","Full-text HTML",octo,402
"Sep 2018","Full-text HTML",leon,356
"Sep 2018","Full-text HTML",dram,316
"Sep 2018","Full-text HTML",cpsy,298
"Sep 2018","Full-text HTML",grey,225
"Sep 2018","Full-text HTML",pres,191
"Sep 2018","Full-text HTML",comj,185
"Sep 2018","Full-text HTML",pajj,80
"Sep 2018","Full-text HTML",tneq,67
"Sep 2018","Full-text HTML",lmj,66
"Sep 2018","Full-text HTML",thld,16
"Sep 2018","Full-text HTML",artm,15
"Sep 2018","Full-text HTML",isal,14
"Sep 2018","Full-text HTML",live,5
"Sep 2018","Full-text HTML",pam,3
"Sep 2018","Full-text EPUB",daed,115
"Sep 2018","Full-text EPUB",isec,114
"Sep 2018","Full-text EPUB",afar,38
"Oct 2018",Abstracts,rest,94060
"Oct 2018",Abstracts,jocn,53591
"Oct 2018",Abstracts,neco,36928
"Oct 2018",Abstracts,isec,35584
"Oct 2018",Abstracts,leon,17283
"Oct 2018",Abstracts,pres,16853
"Oct 2018",Abstracts,daed,15658
"Oct 2018",Abstracts,glep,14089
"Oct 2018",Abstracts,desi,14069
"Oct 2018",Abstracts,octo,9546
"Oct 2018",Abstracts,edfp,8055
"Oct 2018",Abstracts,dram,8042
"Oct 2018",Abstracts,jcws,7896
"Oct 2018",Abstracts,evco,7215
"Oct 2018",Abstracts,coli,6695
"Oct 2018",Abstracts,jinh,6485
"Oct 2018",Abstracts,afar,5411
"Oct 2018",Abstracts,grey,5301
"Oct 2018",Abstracts,comj,5227
"Oct 2018",Abstracts,ling,5093
"Oct 2018",Abstracts,artl,4728
"Oct 2018",Abstracts,asep,4131
"Oct 2018",Abstracts,lmj,3020
"Oct 2018",Abstracts,itgg,2796
"Oct 2018",Abstracts,netn,2642
"Oct 2018",Abstracts,tneq,2617
"Oct 2018",Abstracts,pajj,2615
"Oct 2018",Abstracts,posc,2574
"Oct 2018",Abstracts,ajhe,2216
"Oct 2018",Abstracts,isal,1899
"Oct 2018",Abstracts,artm,1297
"Oct 2018",Abstracts,ecal,661
"Oct 2018",Abstracts,opmi,527
"Oct 2018",Abstracts,tacl,512
"Oct 2018",Abstracts,cpsy,453
"Oct 2018",Abstracts,adev,407
"Oct 2018",Abstracts,thld,310
"Oct 2018",Abstracts,pam,67
"Oct 2018",Abstracts,live,43
"Oct 2018","Full-text PDF",rest,36483
"Oct 2018","Full-text PDF",isec,28306
"Oct 2018","Full-text PDF",jocn,19260
"Oct 2018","Full-text PDF",neco,17539
"Oct 2018","Full-text PDF",itgg,13777
"Oct 2018","Full-text PDF",coli,11798
"Oct 2018","Full-text PDF",desi,11623
"Oct 2018","Full-text PDF",daed,11003
"Oct 2018","Full-text PDF",leon,7897
"Oct 2018","Full-text PDF",octo,7757
"Oct 2018","Full-text PDF",glep,6713
"Oct 2018","Full-text PDF",pres,5996
"Oct 2018","Full-text PDF",comj,4679
"Oct 2018","Full-text PDF",grey,4426
"Oct 2018","Full-text PDF",dram,4406
"Oct 2018","Full-text PDF",jcws,4149
"Oct 2018","Full-text PDF",adev,4086
"Oct 2018","Full-text PDF",edfp,4039
"Oct 2018","Full-text PDF",ling,3887
"Oct 2018","Full-text PDF",jinh,3362
"Oct 2018","Full-text PDF",isal,2475
"Oct 2018","Full-text PDF",afar,2397
"Oct 2018","Full-text PDF",evco,2394
"Oct 2018","Full-text PDF",pajj,2315
"Oct 2018","Full-text PDF",tneq,2301
"Oct 2018","Full-text PDF",netn,2167
"Oct 2018","Full-text PDF",asep,2071
"Oct 2018","Full-text PDF",posc,1970
"Oct 2018","Full-text PDF",artl,1789
"Oct 2018","Full-text PDF",lmj,1054
"Oct 2018","Full-text PDF",ajhe,981
"Oct 2018","Full-text PDF",artm,723
"Oct 2018","Full-text PDF",tacl,647
"Oct 2018","Full-text PDF",cpsy,459
"Oct 2018","Full-text PDF",opmi,441
"Oct 2018","Full-text PDF",ecal,362
"Oct 2018","Full-text PDF",thld,225
"Oct 2018","Full-text PDF",pam,51
"Oct 2018","Full-text PDF",live,17
"Oct 2018","Full-text HTML",jocn,16540
"Oct 2018","Full-text HTML",isec,9528
"Oct 2018","Full-text HTML",neco,6905
"Oct 2018","Full-text HTML",daed,5211
"Oct 2018","Full-text HTML",edfp,4388
"Oct 2018","Full-text HTML",coli,3630
"Oct 2018","Full-text HTML",glep,2877
"Oct 2018","Full-text HTML",jcws,2264
"Oct 2018","Full-text HTML",rest,1993
"Oct 2018","Full-text HTML",ling,1875
"Oct 2018","Full-text HTML",ajhe,1799
"Oct 2018","Full-text HTML",adev,1768
"Oct 2018","Full-text HTML",artl,1617
"Oct 2018","Full-text HTML",jinh,1534
"Oct 2018","Full-text HTML",asep,1405
"Oct 2018","Full-text HTML",afar,1372
"Oct 2018","Full-text HTML",netn,1346
"Oct 2018","Full-text HTML",evco,1101
"Oct 2018","Full-text HTML",posc,677
"Oct 2018","Full-text HTML",leon,630
"Oct 2018","Full-text HTML",cpsy,598
"Oct 2018","Full-text HTML",desi,480
"Oct 2018","Full-text HTML",octo,432
"Oct 2018","Full-text HTML",dram,361
"Oct 2018","Full-text HTML",grey,296
"Oct 2018","Full-text HTML",opmi,296
"Oct 2018","Full-text HTML",pres,246
"Oct 2018","Full-text HTML",comj,192
"Oct 2018","Full-text HTML",pajj,65
"Oct 2018","Full-text HTML",lmj,62
"Oct 2018","Full-text HTML",tneq,59
"Oct 2018","Full-text HTML",artm,38
"Oct 2018","Full-text HTML",isal,17
"Oct 2018","Full-text HTML",thld,16
"Oct 2018","Full-text HTML",pam,7
"Oct 2018","Full-text HTML",itgg,3
"Oct 2018","Full-text HTML",live,1
"Oct 2018","Full-text EPUB",isec,103
"Oct 2018","Full-text EPUB",daed,75
"Oct 2018","Full-text EPUB",afar,22
"Nov 2018",Abstracts,rest,87080
"Nov 2018",Abstracts,jocn,53044
"Nov 2018",Abstracts,isec,47053
"Nov 2018",Abstracts,neco,36009
"Nov 2018",Abstracts,pres,17613
"Nov 2018",Abstracts,daed,15914
"Nov 2018",Abstracts,glep,15767
"Nov 2018",Abstracts,desi,13764
"Nov 2018",Abstracts,leon,12716
"Nov 2018",Abstracts,posc,9977
"Nov 2018",Abstracts,dram,9598
"Nov 2018",Abstracts,jcws,9284
"Nov 2018",Abstracts,coli,9229
"Nov 2018",Abstracts,octo,9083
"Nov 2018",Abstracts,jinh,8720
"Nov 2018",Abstracts,edfp,7910
"Nov 2018",Abstracts,evco,7123
"Nov 2018",Abstracts,grey,6345
"Nov 2018",Abstracts,ling,5768
"Nov 2018",Abstracts,artl,5760
"Nov 2018",Abstracts,afar,5541
"Nov 2018",Abstracts,comj,5433
"Nov 2018",Abstracts,asep,4780
"Nov 2018",Abstracts,itgg,2990
"Nov 2018",Abstracts,artm,2932
"Nov 2018",Abstracts,pajj,2678
"Nov 2018",Abstracts,tneq,2638
"Nov 2018",Abstracts,lmj,2625
"Nov 2018",Abstracts,isal,2515
"Nov 2018",Abstracts,netn,2182
"Nov 2018",Abstracts,ajhe,1977
"Nov 2018",Abstracts,thld,1344
"Nov 2018",Abstracts,cpsy,822
"Nov 2018",Abstracts,ecal,705
"Nov 2018",Abstracts,opmi,548
"Nov 2018",Abstracts,tacl,474
"Nov 2018",Abstracts,adev,439
"Nov 2018",Abstracts,pam,98
"Nov 2018",Abstracts,live,49
"Nov 2018","Full-text PDF",rest,39544
"Nov 2018","Full-text PDF",isec,34756
"Nov 2018","Full-text PDF",jocn,20768
"Nov 2018","Full-text PDF",neco,16923
"Nov 2018","Full-text PDF",itgg,13354
"Nov 2018","Full-text PDF",coli,12176
"Nov 2018","Full-text PDF",daed,12158
"Nov 2018","Full-text PDF",desi,11010
"Nov 2018","Full-text PDF",octo,7529
"Nov 2018","Full-text PDF",glep,7376
"Nov 2018","Full-text PDF",leon,6379
"Nov 2018","Full-text PDF",pres,6183
"Nov 2018","Full-text PDF",dram,5096
"Nov 2018","Full-text PDF",grey,4963
"Nov 2018","Full-text PDF",jcws,4805
"Nov 2018","Full-text PDF",comj,4371
"Nov 2018","Full-text PDF",ling,4181
"Nov 2018","Full-text PDF",adev,4016
"Nov 2018","Full-text PDF",edfp,3850
"Nov 2018","Full-text PDF",jinh,3757
"Nov 2018","Full-text PDF",posc,3456
"Nov 2018","Full-text PDF",evco,2574
"Nov 2018","Full-text PDF",isal,2559
"Nov 2018","Full-text PDF",asep,2533
"Nov 2018","Full-text PDF",afar,2424
"Nov 2018","Full-text PDF",tneq,2200
"Nov 2018","Full-text PDF",pajj,2184
"Nov 2018","Full-text PDF",netn,2062
"Nov 2018","Full-text PDF",artl,2001
"Nov 2018","Full-text PDF",lmj,1340
"Nov 2018","Full-text PDF",artm,1243
"Nov 2018","Full-text PDF",ajhe,940
"Nov 2018","Full-text PDF",tacl,842
"Nov 2018","Full-text PDF",opmi,613
"Nov 2018","Full-text PDF",thld,605
"Nov 2018","Full-text PDF",cpsy,577
"Nov 2018","Full-text PDF",ecal,367
"Nov 2018","Full-text PDF",pam,79
"Nov 2018","Full-text PDF",live,22
"Nov 2018","Full-text HTML",jocn,22073
"Nov 2018","Full-text HTML",isec,15907
